APOL1	ARNT	ARSA	ARSB	ATF4	ATF6	ATG10	ATG12	ATG16L1	ATG16L2	ATG2A	ATG2B	ATG3	ATG4A	ATG4B	ATG4C	ATG4D	ATG5	ATG7	ATG9A	ATG9B	ATIC	BAG1	BAG3	BAK1	BAX	BCL2	BCL2L1	BECN1	BID	BIRC5	BIRC6	BNIP1	BNIP3	BNIP3L	CALCOCO2	CAMKK2	CANX	CAPN1	CAPN10	CAPN2	CAPNS1	CASP1	CASP3	CASP4	CASP8	CCL2	CCR2	CD46	CDKN1A	CDKN1B	CDKN2A	CFLAR	CHMP2B	CHMP4B	CLN3	CTSB	CTSD	CX3CL1	CXCR4	DAPK1	DAPK2	DDIT3	DIRAS3	DLC1	DNAJB1	DNAJB9	EDEM1	EEF2	EEF2K	EGFR	EIF2AK2	EIF2AK3	EIF2S1	EIF4EBP1	EIF4G1	ERBB2	ERN1	FADD	FAS	FKBP1A	FOS	GAA	GABARAP	GABARAPL1	GABARAPL2	GAPDH	GNAI3	GOPC	GRID1	GRID2	HDAC1	HDAC6	HGS	HIF1A	HSP90AB1	HSPA5	HSPA8	HSPB8	IFNG	IKBKB	IKBKE	IL24	IRGM	ITGA3	ITGA6	ITGB1	ITGB4	ITPR1	KIF5B	KLHL24	LAMP1	LAMP2	MAP1LC3A	MAP1LC3B	MAP1LC3C	MAP2K7	MAPK1	MAPK3	MAPK8	MAPK8IP1	MAPK9	MBTPS2	MYC	NBR1	NCKAP1	NFE2L2	NFKB1	NKX2-3	NPC1	NRG1	NRG2	NRG3	P4HB	PARP1	PEA15	PELP1	PEX14	PEX3	PIK3C3	PIK3R4	PINK1	PPP1R15A	PRKAB1	PRKAR1A	PRKCD	PRKCQ	PTEN	PTK6	RAB11A	RAB1A	RAB24	RAB33B	RAB5A	RAC1	RAF1	RB1	RB1CC1	RELA	RGS19	RHEB	RPS6KB1	SAR1A	SERPINA1	SESN2	SH3GLB1	SIRT1	SIRT2	SPHK1	SQSTM1	ST13	STK11	TBK1	TM9SF1	TMEM74	TNFSF10	TP53	TP53INP2	TP73	TSC1	TSC2	TUSC1	ULK1	ULK2	ULK3	USP10	UVRAG	VAMP3	WDFY3	WDR45	WIPI1	WIPI2	ZFYVE1
TARGET.40.PAVECB	6.025998831	5.396447232	5.167217409	3.508580774	8.005415708	5.059355278	1.512075149	3.178364082	2.53689837	1.624615633	4.013864193	3.555852958	4.188448402	3.239061924	3.447063384	4.030486167	2.617227945	4.524044864	2.560299203	3.452687676	1.062743429	4.193882109	4.77725663	6.251160461	4.889132785	5.205744385	1.438984753	5.421566677	3.894196907	3.476511304	5.333083773	4.318541002	2.174182678	3.947853143	5.406699923	4.596219579	4.707392265	7.461657062	4.678190246	1.34596403	6.404727746	9.013876752	1.567350739	4.937363226	1.576425391	2.540473701	3.499373945	0.171591153	3.598674866	5.396981459	5.214684363	7.568970737	2.504620392	3.371224286	7.326113048	0.113967146	8.045014236	7.591577697	3.848197267	4.386466093	2.257463276	1.865958394	5.16193201	3.287073297	3.992260861	4.935384311	4.118683648	4.604278933	10.92798035	3.998520479	5.03984465	5.269863505	4.864978481	6.002466252	7.767096599	7.842711129	4.88427555	2.512631442	4.917847031	3.430499386	6.68676523	4.458611673	6.258581109	0	5.101994574	4.404003882	10.74926709	4.774101781	4.908193242	0.175684271	0.143393419	5.69511134	3.294076649	4.373397649	6.8576153	9.70803942	8.738348341	8.936278104	4.058229897	0	3.006872474	1.807643432	0	0	4.10046471	3.812128519	7.2640109	2.92189329	1.938887965	6.393627276	4.214956292	7.153974519	6.53358515	5.553421946	4.830407456	1.060877473	4.961081521	6.169614388	4.930486618	3.079634112	3.946347213	2.640852259	3.281965254	6.546451554	5.3678428	3.755282853	4.88563781	4.810299136	0.068051643	3.804167169	1.310340121	2.547030237	0	8.622701618	3.62476768	9.351322008	5.280800459	4.138650666	3.0100995	2.326393532	4.388065518	4.330192661	6.05985925	2.924746007	7.039721848	4.312265822	0.126708602	4.367657619	1.134483822	5.417059236	7.480077663	2.061637969	3.230618051	5.583753737	8.976348741	4.130065982	2.700883556	5.771521162	5.605906152	5.223156075	5.538355022	3.849749117	5.840599188	1.861359906	4.932604537	5.968830347	3.449151948	5.0079355	5.580184688	5.760332738	7.099243649	4.517080381	2.548979075	2.994796927	0.038717108	4.602943778	9.728261183	5.312309393	0.162467868	2.373815229	3.713871743	6.383222162	4.433460256	3.319560133	3.940194946	5.168160629	2.623422095	6.670355996	3.640725032	3.680853173	5.184145383	5.253641405	4.739335077
TARGET.40.0A4HY5	5.634398689	5.176538203	5.508520561	3.021533028	8.692368261	5.101616462	2.297895714	4.008137252	3.8162925	2.548411963	4.246894478	3.131605946	4.987775616	3.188116029	4.744236458	4.127699305	4.792532636	4.126526899	2.166843964	4.910919701	1.55345881	6.656622215	5.897034657	6.446006384	5.801642406	6.469459485	1.465870012	4.773521676	4.537985563	5.032678335	6.992294855	3.913827681	3.916916074	7.255459189	7.947953054	4.948002715	5.52176688	8.552099591	5.78087961	3.022900402	6.593090787	8.559795784	3.351840308	5.508362094	4.582182636	3.818012017	4.258609373	0.369382725	5.047869884	6.730755421	5.606711672	7.983817329	3.147029857	4.309714623	8.731331591	0.390117354	8.382209422	7.757331334	3.989783897	5.263943318	2.623234784	1.761285273	3.951270725	4.19198106	4.301412054	6.273868315	4.865131945	5.765502922	11.95692507	5.106415327	3.549188603	6.272010121	4.313129735	6.278626009	10.26152306	8.193154228	4.843008992	2.464877338	5.501021882	4.21549223	6.260003067	6.447508118	6.935161513	0.590051039	4.042556793	6.320197627	12.21762015	5.364698488	5.618896412	0.298775603	0	6.675794765	4.676611565	5.427331284	6.996623753	11.29683719	10.28315296	9.957193767	7.030304072	0.102993993	3.732258344	3.603905214	0.183835831	0.351854439	4.841817171	5.022740646	6.324139133	1.979220531	3.710701757	6.822983744	4.094269856	7.326273973	5.775316609	5.138777615	6.184700821	0.37517848	6.103533308	6.392473706	5.424297322	3.345169251	3.913234105	3.843069312	4.819290091	7.846866227	5.825917885	4.506227435	5.400804312	5.506278221	0	4.482848283	0.110496882	0.591200673	0.096261853	9.522337106	5.716842777	7.41978241	6.014591854	5.135190079	3.556723688	3.480471945	4.623615234	4.021763974	5.698704667	4.329511134	6.735003548	4.480413779	2.110496882	5.209698993	1.968496309	5.349167092	7.299167714	2.132675541	2.989029983	5.409139716	8.96769776	4.66356095	3.501031439	5.657957203	6.705715318	5.791850529	6.224358685	4.651120594	5.952729601	4.526651032	4.223522948	6.512961639	4.209180398	5.367220777	7.676808994	7.004894597	7.807421259	5.478185548	2.79956398	2.645125203	0.637563879	7.48273456	1.811717624	4.673154991	0.4826418	3.366490082	3.688370616	6.679522324	4.514311661	4.042302883	4.935968844	5.808979615	3.510278376	7.080231272	3.021586327	3.989420614	5.727601938	5.251128262	4.139223895
TARGET.40.0A4I0Q	4.981966786	6.151448902	5.192679454	3.88424624	9.062090673	6.122045234	2.711627056	4.960659975	3.519214783	3.458382004	3.558683972	3.515725066	3.924945487	3.703377603	4.436495018	4.225159226	4.846067014	3.994271965	2.472201804	5.407886354	2.998358	6.615173493	4.034541482	6.776575156	5.187494603	5.426938973	1.927896454	5.185521684	3.903597495	4.654154811	5.671604753	4.389160652	3.750392121	6.389393003	6.665438253	5.459818471	5.307523244	8.91727719	5.601218114	2.881135991	5.442923596	6.949683163	2.415326009	5.525461299	4.708363837	3.707723556	5.000342599	1.892429886	4.293215965	7.675365019	5.17704075	6.71669053	3.42541902	4.002837514	6.862636118	0.56627937	7.760329411	7.670322709	2.676583358	5.98700473	3.868913897	2.96208625	5.416265521	3.058732098	3.26494171	7.239900163	6.635626714	4.889833685	11.99039662	4.308790427	3.855740592	4.851334285	4.657011118	5.358877971	8.574279411	7.376791329	4.166402131	3.16411046	3.547017894	4.166032493	6.035656898	6.853867186	6.91712977	0.852718007	4.539959052	5.045408021	12.22782794	5.594563478	5.541372347	0.778040322	0.052415894	5.847518434	3.843923563	4.610074003	7.343889233	10.71354702	10.450901	8.959693661	5.662857756	0.405556763	3.314116431	2.821975467	1.174981592	0.299596349	1.641962131	4.951438594	6.939995215	2.321524084	3.262718782	6.497483035	4.598770132	6.656041524	6.187156071	5.166590931	5.452249478	0.591296434	6.059307683	6.310309216	5.823690775	3.066416451	3.031959741	3.900519071	3.927242258	7.708982458	5.789773585	4.596279223	5.84213408	5.205271293	0	5.013417594	0.346531462	0.329181016	0.024035935	9.220026862	3.935855727	7.956946443	5.568950223	4.884617456	3.271679649	2.451066011	4.045608969	3.318099878	5.844749696	3.630510315	6.648962937	3.660574994	0.626112011	3.241169007	2.13320182	5.414812061	7.956681073	3.1242785	4.426472756	5.055477674	8.174002861	4.017503288	3.52371249	4.923881279	6.025287978	5.626801225	6.305423389	4.436195161	6.055675055	2.671836829	5.643440634	6.71943537	3.580929345	4.472403287	3.69787388	6.950096261	8.392751454	4.426358695	2.865107194	2.903636055	1.220577607	2.600341125	6.354859395	4.00913215	0.308943288	3.110296419	4.086010929	3.66018705	4.643082698	3.337497027	4.481563739	4.45365585	3.290026222	6.316574793	3.585887933	4.368349306	5.956895347	4.632495073	4.629683011
TARGET.40.0A4I48	4.786026489	5.326368362	5.862004975	4.27188877	8.159964151	5.417680394	2.165686877	3.6114675	3.372784981	3.094185389	4.822852491	3.53198025	4.603513595	3.752277605	5.111256716	3.940815113	4.978520566	4.696489098	3.599020177	4.956149607	0.976363636	5.564527552	3.595336562	6.960043648	6.058279692	6.15516229	3.31238927	5.856791525	3.213969334	4.806839582	6.28528014	4.310572795	3.930756258	4.592576634	5.742658403	4.329030285	5.22207422	8.406855507	5.978250554	3.256421951	5.541273214	8.939704086	3.334539673	4.816318103	3.753337108	3.296868499	4.444110446	0.774418104	4.973271454	7.48395601	5.842428291	7.399343728	4.140729584	3.240924865	7.779546681	0.889473543	8.670408403	8.893838459	4.723716911	7.623401609	5.498828468	3.593664509	3.84371256	1.596267294	3.53720908	5.673392472	5.102712714	4.801991536	10.74249319	5.2549719	3.416501993	5.289561537	4.174046819	5.978712747	8.929379442	7.707080921	3.817111573	3.637239266	4.436661578	1.373509016	7.702520414	9.827974271	6.850911911	1.108223341	5.372805871	6.138130468	11.31193837	5.562660669	5.339796569	0.694746501	0.067638717	6.172841505	4.725828392	5.59404089	6.52645229	10.98154331	8.936162655	9.386819567	4.499093258	0	3.443102681	3.760103823	0.197865391	0	3.316826372	5.706301228	5.459182404	3.221474988	1.526319258	4.950001749	4.165510018	8.911897067	6.386697154	6.702013339	6.919132674	1.017565643	5.245773253	6.27299362	6.691277316	3.307836502	2.213876043	3.963945697	3.582351265	6.583606331	4.970858255	4.404732854	6.14993608	4.623872713	0	4.682680035	0.076422275	1.313884328	0.575699579	9.309747587	4.627916121	8.425219261	5.52677621	5.928723254	4.233635014	2.059908989	4.050588762	4.142527803	6.375816192	4.117811384	6.102404084	5.031108429	0.979220531	4.483976963	0.756767124	5.746826004	6.986024041	2.524941266	3.671621735	5.308167899	9.176047204	4.462988065	4.227086417	4.606542905	6.104290526	6.770085047	5.593135617	3.742038558	5.397005427	5.282217379	4.734053824	6.274244886	3.547758275	6.338795203	6.387846736	6.695560995	7.804224616	5.361003304	2.344260395	2.362301553	0	3.774397018	4.243509145	6.484283167	0.318692833	2.899968315	4.751035177	5.567977364	5.97294763	3.667426665	5.253104323	5.72600012	3.285920016	7.226219499	3.374079633	4.393622128	4.744182628	5.500483401	4.710641151
TARGET.40.PALHRL	4.864928972	4.749839936	4.382577341	3.24081804	8.251496139	3.838034038	2.641337933	3.905812981	3.592146039	3.127468202	3.255757525	1.812457152	4.171158779	3.340904032	4.930434576	3.455320644	4.90630378	3.952305607	2.23511432	2.303430076	0.957766051	6.819626036	3.708154121	4.971778045	6.527162629	6.424030203	0.587461007	6.212477903	2.863145543	5.514879713	7.689373251	3.187672746	5.506852617	5.45212755	5.630420033	4.284610369	3.807993688	7.721115598	5.107386579	3.548276316	4.430606431	8.292162859	2.824890024	5.277750476	4.516765305	2.386893699	3.534410278	0.21263159	3.714674141	6.940240763	4.910771031	7.598750782	2.176450439	2.31051463	8.535234934	0.380175312	8.069960964	8.157487913	2.941707309	5.512381769	3.66883394	1.119024103	5.951184451	1.797054494	2.262643623	5.13304149	3.85676663	3.641522909	10.71665264	3.23181638	1.72084755	3.879372497	1.851199339	4.477029653	9.457142599	6.268701992	3.618356134	1.998339946	3.253459878	1.969749128	7.056552099	5.047355161	5.255848147	0.217230716	4.898764617	6.802699881	12.10369403	4.729960561	3.993719643	0.402831302	0.297367523	6.332244264	3.713486873	4.591553762	5.112608398	10.17245226	9.201363085	8.047686154	3.613661301	0	2.648327379	3.541799782	0	0	2.574900765	4.256082226	4.145946407	1.044464067	0.535356259	4.492212122	2.878038647	6.770999464	4.653444149	7.536213795	5.779485616	0.232783534	4.342184922	4.932155684	5.348349286	3.748418295	1.123003954	3.36251197	3.257523619	5.788069667	4.539921842	3.254503343	4.240627261	2.806942665	0	3.537855143	0.161565256	1.480833814	0.028993412	9.601470892	3.899136952	7.68221019	4.570651149	5.774215138	2.832444482	1.962474989	3.480097056	2.488694949	5.024199982	3.347736514	5.503421886	4.114342036	0.089633736	2.712661806	1.384049807	5.236500272	6.92953893	3.651132078	2.54072166	3.77962744	8.555528216	2.280985999	3.53297768	3.436401735	4.912113305	6.260144244	5.806468423	2.689187319	5.052346331	2.8623522	3.395295916	5.22932643	1.635336495	4.137659261	5.500231617	4.869871406	7.131613148	4.956521363	1.637285644	1.354113592	0.663481253	1.640898521	4.803996751	5.375119386	0.065985829	2.352221792	3.649592468	5.17659405	4.422078226	1.975886936	5.084200362	4.905909229	2.593090787	5.306758026	2.695370292	4.289745954	5.149495134	4.543718581	3.277240898
TARGET.40.PALWWX	4.990269644	6.297884712	4.456930967	3.365972428	8.416003669	5.888382834	1.991499171	3.774860839	3.9502071	2.632756788	4.603928945	3.828164417	4.646030135	4.255840595	5.000928436	4.196142751	4.729851828	4.373550776	3.652165223	4.667540205	0.87286815	5.65465894	4.806478734	6.789302795	6.507617067	6.970219806	2.034884779	5.062402381	3.67042115	4.79743327	7.661641302	6.370296824	3.890981646	5.188808386	7.428285628	5.388647627	5.0273841	8.380194364	6.608927492	2.791959896	6.615734088	8.219480264	3.42833002	5.991159001	4.479592742	2.670500465	4.928810882	0.799916203	4.16428749	6.345396375	6.128305775	7.165889836	2.715322328	4.154291556	9.459521579	0.31022377	10.76754366	8.332251426	2.036643992	6.495666385	2.623796645	1.618238656	5.908512715	2.605755067	2.645286634	6.726294465	4.2310637	5.905049986	10.55294781	4.336504775	5.239592801	4.679294297	3.591487938	6.381617355	9.328659221	7.774054327	3.569029239	2.360336181	4.678517043	3.613083688	6.341934171	4.478803589	6.526718317	0.814181243	5.73018072	5.652718799	13.36595934	6.147774766	4.368775332	0.846794159	0.018206857	7.180001619	3.694200462	5.533881005	7.143216867	11.03738778	10.76502083	9.88394028	0.82366785	0.151988666	3.85806059	3.65550067	0	0.671021568	5.655263089	3.31029649	5.933733139	3.242526292	5.523370629	6.054164728	3.142217362	8.789767392	7.14993608	4.718904076	5.772693304	0.876330305	5.151071353	6.59994705	5.437001301	3.702557814	4.02024438	3.714575239	2.766361937	5.573556306	5.245062059	4.057233635	5.151984609	5.614748119	0.045722536	6.606154963	0.431676441	0.233151803	0.036890111	10.32086146	5.580772607	9.432660485	5.380372747	5.730305734	3.333037246	2.922768723	4.180633241	3.777977222	7.051660307	4.528708831	6.966886083	5.052420242	0.970264679	4.542053705	0.881742918	5.844255077	7.758814166	2.715629841	2.910617549	5.292899515	10.17857871	4.93321853	2.535430915	4.802069109	6.194025966	5.466215981	6.682835914	4.750274197	6.884651643	4.573738063	5.627192412	6.573815303	4.139191145	5.389848991	8.002565264	7.027993329	7.353716732	5.115137312	2.782681141	3.366769817	0.346985247	4.741898382	2.475448106	5.923655509	0.354226457	3.622204137	3.36640615	2.935968844	5.055555762	3.104085005	5.112112094	5.617286727	3.70161559	7.176916127	3.246742498	4.225313496	6.152459274	6.249141903	5.025533827
TARGET.40.PAMEKS	3.247335128	6.722605369	4.28331435	4.923790975	7.896916025	6.811088213	2.016674595	4.132922259	3.659239572	2.07522455	4.283395848	4.323679905	4.199216892	4.501133376	4.052781043	4.624545452	4.416468214	4.555380582	2.89696929	5.461688981	0.392537245	5.713734301	4.256452145	6.509513752	5.821883655	5.721402738	3.129134618	4.520591967	4.542908045	3.476200205	6.419646753	5.095211333	3.713981686	5.433757344	6.972338829	5.104768565	5.529614833	9.270329904	5.286249091	2.501846737	5.899398013	7.625762167	2.028781298	6.94604303	4.004789004	3.754876815	2.663025756	0.137634672	4.507813665	6.41706599	6.009555445	7.882304343	3.413539926	4.653822449	7.728518505	0.406971971	8.449729734	6.505875055	2.176641918	5.907289686	2.320080262	0.612210935	3.622426725	1.697506959	4.326113048	4.468459503	6.345572018	5.845091059	10.54257119	4.685928939	4.908467081	5.96755598	4.981277287	6.297417049	7.887182224	8.38328006	1.247866767	2.96471283	4.766123373	5.173031464	7.578103187	6.49209032	6.80488477	0.779974061	5.538081817	5.400315907	10.65558251	6.267560142	5.713596846	2.342810721	0	6.667259176	4.447030313	5.073053276	7.886984159	10.69670877	10.321906	9.623469834	4.006208245	0	2.712309634	2.903905941	0.138814469	0.768925336	1.923491507	4.727719008	8.634640094	1.645424989	1.817582329	7.179406547	6.498522145	7.906617059	7.525943572	5.310634592	6.507644021	0.581881464	5.735684634	6.249308802	4.654538652	3.796130484	3.317636915	4.17401485	4.876556236	6.84837882	6.062195123	5.812526463	6.369059861	6.006722152	0.131852846	4.886735471	0.039840265	0.430285273	0.157690514	9.163530432	4.954810488	9.259452106	6.265069274	4.953851884	4.25925742	2.989702166	4.26680153	3.959427057	6.070071556	4.033995561	6.844130768	3.436974659	2.136421097	5.523408269	0.910579176	5.589463893	8.25029747	2.569491092	4.274850548	6.124323999	8.044619796	4.823953116	4.005902957	7.577344983	6.292030764	5.290531304	6.946065261	4.697846086	6.384690517	2.308826824	5.18768858	7.115554552	4.210716146	4.734693364	7.521617713	5.493669748	7.099531917	4.486244552	3.455294338	3.246803292	0.038295698	4.574476972	3.224210102	5.271952247	0	3.53116933	3.911001224	6.425101742	5.810075442	4.98567347	4.634058838	6.001113151	4.077986377	7.353069174	4.310034679	3.924803004	4.935469177	4.606507373	4.980130436
TARGET.40.PAMLKS	2.393718218	3.555263998	3.960391233	2.840765337	8.50073793	3.934941039	2.083655897	3.876791953	3.407080775	2.793063518	3.037399794	2.748954928	4.289642683	1.901224117	4.746855556	3.162081103	4.391987626	4.378636466	2.700373131	3.308768589	1.837216667	7.182176815	5.421785454	5.779217689	5.528114935	6.504477387	0.977756163	4.60921716	3.608868368	5.437041263	6.596501374	3.295002966	4.358262621	6.714900765	5.372220817	3.611089736	5.091395186	7.90427394	3.720267519	3.412740885	4.16998912	11.10790033	1.635290054	4.046613288	2.024319679	1.648971563	1.136519533	0.038576651	3.01205014	2.974767906	5.673154991	8.069907812	1.651591345	2.664937877	7.777936468	0.400210007	7.811612955	8.429045133	2.376679347	4.425063127	3.510531578	3.031624569	4.049848549	0.074231394	2.0721058	5.700559013	3.842264848	2.475318394	12.19456241	4.704556617	1.242389096	4.060574892	1.89917563	5.72519309	9.905195034	7.584540902	5.658497137	1.691891445	2.836812856	0.963770031	7.564046573	3.053302524	5.818101519	0.414352056	5.245841692	6.085942968	12.55252484	4.57441642	4.05046687	0.049212535	0	5.849513944	2.848918334	4.285335631	5.491971713	12.14527785	9.133917693	10.74129675	4.194717463	0	3.100927203	1.82374936	0	0	0.634035597	1.934214533	4.206424428	0.935157976	1.483828673	5.736756388	2.966578126	7.077134023	3.867777881	4.704645143	5.125824651	0.343578377	5.247525021	4.772656359	5.113392127	2.532740852	1.954754665	2.670001843	1.190362011	10.07036705	4.540349706	3.498301935	4.506532126	2.340960985	0.500292177	1.899678359	0.014498127	0.24865627	0.058939855	7.948867707	4.77841361	6.455065785	6.200557319	4.38469915	3.486405467	2.068705201	3.747924416	2.188843984	3.945055164	3.649592468	5.037136187	3.321726103	0.336511916	3.635313275	0.45037988	5.912630705	6.229459105	2.801758792	1.468479053	3.532242142	9.078514305	2.859472667	3.522683526	3.713959698	5.124770637	4.91816676	6.654938139	3.359408719	5.807050894	1.026658438	3.463583224	4.29861433	3.493711373	3.690126516	4.403513151	4.759672512	7.791132927	4.252688137	2.285254243	1.774544614	0.140255134	1.113300436	2.058039361	2.709378871	0.173639164	2.318924164	4.381034133	5.127431057	4.217703781	1.639695233	5.107168941	5.538314665	2.218037159	5.99516112	1.725304902	3.767220441	2.910272154	5.313612285	3.128342898
TARGET.40.PAMRHD	3.778019289	5.27849778	5.226997823	4.939795455	8.901877849	4.870902239	3.126378217	3.837196479	3.674969031	3.418432851	3.319545682	3.696160782	4.38708677	3.976821852	4.105937833	4.78514248	3.926891336	4.764080711	2.935836874	3.022385569	0.824319805	5.984302241	4.14274834	5.20752979	5.623536226	6.440663232	2.275156079	5.1168596	3.083809049	4.098663782	6.426788056	4.033343706	3.381394132	4.87071487	7.274259797	4.801143132	4.672923127	8.145791053	4.759864221	2.875583497	5.430629846	7.810157082	3.445567807	6.537820983	3.931021119	3.215725185	3.107319617	0.121811151	4.480646429	7.518673611	6.346614785	6.502352881	3.252506491	3.682292371	7.709266508	0.749491362	8.428935461	8.258376175	4.551657512	7.983788264	3.913990393	2.655077003	4.069762306	1.315102453	3.944942757	5.02477178	6.081642146	4.31508071	10.00437737	4.459575881	2.330443668	5.069448693	4.937160748	6.209702891	8.418030521	6.715709454	3.688985983	2.694479079	3.186246986	1.478764767	6.851881439	10.03824054	6.100115641	0.163756333	4.705303381	6.169742649	10.62482287	5.866482721	5.867842115	0.420832692	0.031536353	6.085125055	3.440447299	4.071694033	7.467405841	10.59983596	9.996749996	9.447231209	1.71918344	0	3.409825377	2.595169444	0.083111227	0.072586047	2.072654641	5.764502744	5.903932445	1.929828863	0.984990296	6.011178046	4.09080263	7.561165726	6.058496172	5.598156743	5.864290164	0.906505826	4.695698787	5.966568897	4.754214087	2.782345655	1.185232254	3.384409054	2.990755228	6.138769425	5.213798296	3.929611123	5.491449085	4.149438228	0	3.20435986	0.199122642	0.519340608	1.120750053	9.403554903	4.878225068	8.097214148	5.931245739	4.411412686	3.14280551	2.763517807	3.560299203	2.531194288	5.800058622	3.629309987	7.213539758	4.726368042	2.417487999	4.377956634	0.709643545	5.55848194	7.364521657	1.759283689	3.628738606	5.35996035	8.537760814	3.958851953	5.440174846	5.297481247	5.198780935	5.270132707	6.350465423	4.204070271	5.660537916	2.971313624	3.362063043	6.200100183	3.700473011	4.47238379	6.996394396	4.519195908	7.590797357	4.583398734	2.668005629	3.060462488	0.191941593	3.630370522	3.919626114	4.888752989	1.441377239	2.535505567	3.09241043	5.189524131	4.403417711	3.712661806	4.590685846	5.392963056	3.549977143	6.360889212	3.604344176	3.436335102	4.712991889	4.741941515	4.436301784
TARGET.40.PAMYYJ	5.48993143	5.364999575	4.722012379	4.428879366	8.106425796	5.803314877	2.652738873	3.614533177	3.456753591	2.198839856	4.324724212	4.15908016	4.893789325	3.870088485	4.204273772	4.159395068	4.562419506	3.947638107	3.412984708	4.925477296	0.889395662	5.748826154	4.688376212	6.61806242	5.422798125	6.593936349	1.991426608	4.604213688	4.464413421	4.475850139	6.97791869	5.034057207	2.911998302	6.544380284	7.01899685	4.701554601	4.959853599	7.897790409	5.992666478	2.445806145	5.604169201	8.200362122	2.525968621	5.339322699	3.63733202	2.635893663	3.50714766	0.717824454	3.963252154	8.135332213	5.977094422	6.561423902	2.507769274	2.769263957	7.760328745	0.397474417	8.710423156	8.041524457	3.436161839	5.450610826	4.203733649	2.899349672	4.230556572	1.036960422	3.271545198	5.054405705	4.73684296	4.904580435	10.82977981	5.214785371	1.172039404	4.814073548	4.664909442	7.176416529	7.995681237	7.398679571	4.629216716	1.33714018	3.627221601	3.605601003	6.318345767	4.287464907	6.907353386	0.770448505	4.96790176	6.160452333	12.35232007	5.436055206	4.330522547	0.708407983	0.016211033	6.913545284	4.265564416	5.451583691	7.906653133	10.81276012	9.817564583	10.00314879	6.743858259	0.069564695	3.970835253	1.798838544	0	0	3.83574221	4.24965771	7.033132231	3.972609949	1.733050583	6.987319729	2.90802507	7.648064159	5.921412527	4.342014202	5.134372924	0.319617934	4.841510255	6.169937024	5.566011404	3.406618299	1.448160918	3.616463566	3.304730058	6.404116317	5.150750561	3.793843874	4.699190692	4.048201304	0.04082231	4.520717672	0.035905384	0.406318971	0.032947164	10.45369186	5.264990486	7.742448225	5.189832464	5.086461093	2.531319072	2.867619756	4.730183438	3.988884605	4.648689768	4.210123868	4.898387348	4.266531705	4.797941608	5.526431944	0.572016513	5.015060399	7.103534357	1.919607047	2.523511774	5.046133049	8.623904529	4.890383458	2.660472313	4.751838593	5.39662533	4.94698345	6.045187384	4.121347017	7.117748021	5.95882412	4.790923179	5.994106743	3.822087674	5.046163614	5.913727173	5.305631324	7.029859222	4.970480971	2.530095719	3.05772752	0	3.343635224	2.781359714	5.984536946	3.452081413	3.227725676	3.788675271	4.467475131	4.862724134	4.259890115	4.249832132	6.033770968	2.898130942	7.422727497	2.815534443	4.299889359	3.399553938	5.319083182	5.084013225
TARGET.40.PANMIG	6.188636317	6.105537707	4.730341062	4.43493508	8.417997621	4.262004615	2.765683251	3.825113977	2.96521171	2.611904167	3.508542745	3.308783148	4.32535763	3.688963611	3.93305325	3.983878308	3.942486355	3.801396671	2.656473489	3.160355517	0.467175123	4.236400773	3.353986609	6.033096982	5.162979365	5.465716584	1.552278691	4.442452564	3.806519978	4.030530308	5.186754085	3.835267236	2.854873369	4.447777537	6.933600963	4.773780116	5.074899281	6.978354674	5.480594732	2.243760465	6.160444266	8.430491023	2.462078502	5.199311135	2.836186726	1.988775562	2.617580599	0.401958066	3.679232357	6.372441982	5.807841749	6.233100021	2.675048096	3.620867884	8.081113763	0.40457619	8.570440541	7.710282974	3.593401581	4.986966061	1.808673355	2.054917919	4.386279838	2.703964463	3.819862301	5.801875168	4.377568014	4.283321759	10.58030012	4.479127064	4.554527459	5.102952015	4.401951242	5.434558176	7.760001997	7.467748182	1.689567544	2.260085892	2.888012585	3.745129745	6.30171384	3.962771101	7.916481422	0.322505058	4.551159145	5.117379211	10.7874967	5.56311541	4.688779026	0.293370484	0.02474519	6.144646008	4.240589102	4.320268041	6.323449336	9.853136266	8.874453031	8.980524911	2.936119653	0	2.987084339	1.839314663	0.086376168	0.147436959	2.566522933	3.518698786	6.976367073	3.101179409	2.188938907	6.137358017	3.715981203	8.032261771	6.708987285	5.57814773	5.250408333	2.681629169	5.178662859	6.143719931	4.835787679	3.511885455	3.974795434	2.622344723	3.439423673	5.147758488	5.110989567	3.459352924	4.799382655	4.24895981	0	3.942758453	0.114766793	0.563646269	0	9.125394613	4.195032565	6.94156882	5.265001741	4.702956689	3.082225699	2.43127528	3.928370323	3.674517147	5.371652948	3.31154671	6.10266233	3.519315444	0.493544866	3.256225675	1.216610069	4.498774228	7.310331031	1.686567758	3.574355865	4.741671915	8.204051191	4.042828164	3.125832915	5.120360236	5.36999684	4.536158611	5.7746105	3.720672471	5.925633953	1.741143355	4.877415435	6.647356247	3.441656104	5.185672323	3.514892334	4.58702288	7.239839078	4.537010234	2.439729507	2.593640608	0.146655222	4.449132134	1.977609645	5.76832197	0.366140336	2.743342618	3.766531559	4.592929386	5.176171154	3.808096689	3.867441845	4.811121618	3.064934573	6.390377068	3.065779085	3.680909419	4.655351829	4.531699598	4.440872489
